date,number_of_strikes,center_point_geom
2016-03-08,29,POINT(-95.9 31.9)
2016-03-08,89,POINT(-100.8 30.2)
2016-03-08,38,POINT(-100.6 30.4)
2016-03-08,243,POINT(-100 30.7)
2016-03-08,30,POINT(-94.3 32.8)
2016-03-08,35,POINT(-100.3 30.6)
2016-03-08,37,POINT(-96.9 33.8)
2016-03-08,28,POINT(-95.3 33.2)
2016-03-08,27,POINT(-93.8 30.9)
2016-03-08,31,POINT(-96.1 28.8)
2016-03-08,33,POINT(-94.2 30.2)
2016-03-08,24,POINT(-94.4 34)
2016-03-08,31,POINT(-93.5 32.6)
2016-03-08,53,POINT(-96.1 32.3)
2016-03-08,40,POINT(-92.9 31.1)
2016-03-08,24,POINT(-100.6 31.7)
2016-03-08,69,POINT(-93.6 31.4)
2016-03-08,33,POINT(-93.8 31.9)
2016-03-08,24,POINT(-93.6 32.5)
2016-03-08,94,POINT(-92.8 31.8)
2016-03-08,28,POINT(-93.4 30.5)
2016-03-08,35,POINT(-95.6 32)
2016-03-08,42,POINT(-94.7 32.6)
2016-03-08,26,POINT(-94.5 30.3)
2016-03-08,29,POINT(-94.1 32)
2016-03-08,28,POINT(-94.9 32.6)
2016-03-08,31,POINT(-93.4 32.6)
2016-03-08,26,POINT(-94.3 30.4)
2016-03-08,27,POINT(-100.2 30.7)
2016-03-08,37,POINT(-95.3 33)
2016-03-08,38,POINT(-100.6 30.9)
2016-03-08,45,POINT(-100.2 30.6)
2016-03-08,63,POINT(-93.4 31.7)
2016-03-08,26,POINT(-96.4 34.1)
2016-03-08,34,POINT(-94.9 32.5)
2016-03-08,28,POINT(-95.1 32.9)
2016-03-08,52,POINT(-97.7 31.5)
2016-03-08,44,POINT(-101.3 30.9)
2016-03-08,25,POINT(-98.2 31.6)
2016-03-08,24,POINT(-96.3 32.7)
2016-03-08,148,POINT(-92.7 32.1)
2016-03-08,25,POINT(-95.5 32.2)
2016-03-08,53,POINT(-91.9 32.6)
2016-03-08,102,POINT(-93.7 30.4)
2016-03-08,159,POINT(-99.9 30.7)
2016-03-08,48,POINT(-95.4 32.6)
2016-03-08,26,POINT(-95.2 33.2)
2016-03-08,36,POINT(-93.4 30.9)
2016-03-08,49,POINT(-95.9 33.7)
2016-03-08,55,POINT(-94.9 32.4)
2016-03-08,35,POINT(-101.2 31)
2016-03-08,26,POINT(-101.8 29.9)
2016-03-08,42,POINT(-98 32.1)
2016-03-08,40,POINT(-97.8 31.9)
2016-03-08,87,POINT(-97.8 33.2)
2016-03-08,32,POINT(-97.7 32.9)
2016-03-08,64,POINT(-97.7 33.3)
2016-03-08,32,POINT(-101.5 30.8)
2016-03-08,33,POINT(-94.1 32.8)
2016-03-08,28,POINT(-97.4 30.9)
2016-03-08,26,POINT(-96.4 31.5)
2016-03-08,26,POINT(-98.3 33)
2016-03-08,36,POINT(-97.6 32.7)
2016-03-08,58,POINT(-101 33.2)
2016-03-08,29,POINT(-96.9 32.8)
2016-03-08,31,POINT(-99.2 32.9)
2016-03-08,27,POINT(-97.9 33.4)
2016-03-08,40,POINT(-96.3 34.3)
2016-03-08,42,POINT(-99.4 30.9)
2016-03-08,42,POINT(-98.4 30.8)
2016-03-08,34,POINT(-97.2 33)
2016-03-08,32,POINT(-98.7 32.3)
2016-03-08,26,POINT(-99.3 31.2)
2016-03-08,27,POINT(-96.7 31.5)
2016-03-08,56,POINT(-100.8 31)
2016-03-08,31,POINT(-97.9 30.9)
2016-03-08,50,POINT(-97.5 32)
2016-03-08,49,POINT(-97.6 33.7)
2016-03-08,63,POINT(-98.3 30.5)
2016-03-08,40,POINT(-99.5 35.2)
2016-03-08,148,POINT(-98.4 31.1)
2016-03-08,52,POINT(-97.6 31.1)
2016-03-08,52,POINT(-98.6 31.6)
2016-03-08,82,POINT(-98.8 31.1)
2016-03-08,29,POINT(-97.9 31.9)
2016-03-08,28,POINT(-98.1 31)
2016-03-08,41,POINT(-97.3 33.3)
2016-03-08,43,POINT(-97.4 31.2)
2016-03-08,75,POINT(-97.7 33.1)
2016-03-08,43,POINT(-98.6 31.9)
2016-03-08,36,POINT(-98.5 31.7)
2016-03-08,33,POINT(-97 32.6)
2016-03-08,26,POINT(-100.8 33.3)
2016-03-08,70,POINT(-97.3 31.2)
2016-03-08,45,POINT(-100.2 34)
2016-03-08,27,POINT(-95.9 33)
2016-03-08,27,POINT(-98.3 32.3)
2016-03-08,27,POINT(-95.5 32)
2016-03-08,26,POINT(-93.6 30.4)
2016-03-08,44,POINT(-93.4 30.6)
2016-03-08,39,POINT(-98.4 31.5)
2016-03-08,26,POINT(-98.4 32.1)
2016-03-08,39,POINT(-99.6 31)
2016-03-08,34,POINT(-98.5 35.3)
2016-03-08,39,POINT(-100.9 31.2)
2016-03-08,56,POINT(-95.6 32.5)
2016-03-08,28,POINT(-94.7 32.7)
2016-03-08,24,POINT(-94.7 33.6)
2016-03-08,43,POINT(-93.9 30.4)
2016-03-08,28,POINT(-94.1 32.9)
2016-03-08,70,POINT(-93.6 31.3)
2016-03-08,45,POINT(-92 32.5)
2016-03-08,25,POINT(-94 32.6)
2016-03-08,26,POINT(-101.2 31.7)
2016-03-08,37,POINT(-93.3 31.6)
2016-03-08,38,POINT(-96.1 32.5)
2016-03-08,100,POINT(-100.2 30.5)
2016-03-08,33,POINT(-94.1 32.1)
2016-03-08,33,POINT(-94.4 32.9)
2016-03-08,34,POINT(-97 34.5)
2016-03-08,36,POINT(-93.5 32.5)
2016-03-08,38,POINT(-93.9 30.2)
2016-03-08,52,POINT(-92.7 32.2)
2016-03-08,56,POINT(-98.1 31.5)
2016-03-08,24,POINT(-94.9 33.4)
2016-03-08,28,POINT(-94.9 33.1)
2016-03-08,25,POINT(-93.5 31.7)
2016-03-08,26,POINT(-93.1 31.2)
2016-03-08,53,POINT(-94 30.3)
2016-03-08,26,POINT(-93.3 31.9)
2016-03-08,83,POINT(-100.7 31.2)
2016-03-08,28,POINT(-94.1 30.4)
2016-03-08,52,POINT(-93.2 31.5)
2016-03-08,38,POINT(-100.5 30.7)
2016-03-08,27,POINT(-96.7 34.1)
2016-03-08,52,POINT(-100.7 30.3)
2016-03-08,32,POINT(-95.6 32.1)
2016-03-08,28,POINT(-94.4 32)
2016-03-08,44,POINT(-101.1 30.5)
2016-03-08,62,POINT(-100.6 30.6)
2016-03-08,26,POINT(-100.7 30.8)
2016-03-08,27,POINT(-93.7 34.1)
2016-03-08,54,POINT(-93.7 30.3)
2016-03-08,27,POINT(-94.7 32.8)
2016-03-08,26,POINT(-96.7 33.3)
2016-03-08,108,POINT(-101.3 29.8)
2016-03-08,30,POINT(-96 32.3)
2016-03-08,69,POINT(-95.4 32.7)
2016-03-08,28,POINT(-100.4 30.5)
2016-03-08,31,POINT(-94.3 33.6)
2016-03-08,68,POINT(-97.8 31.7)
2016-03-08,24,POINT(-99.5 26)
2016-03-08,33,POINT(-94.4 32.8)
2016-03-08,36,POINT(-94.2 31)
2016-03-08,24,POINT(-95.3 37.6)
2016-03-08,41,POINT(-93.5 30.5)
2016-03-08,25,POINT(-94.2 33.8)
2016-03-08,34,POINT(-94.2 32.3)
2016-03-08,26,POINT(-101.7 32.4)
2016-03-08,40,POINT(-97.5 32.5)
2016-03-08,40,POINT(-99.9 32.3)
2016-03-08,39,POINT(-96.8 31.6)
2016-03-08,26,POINT(-99 33.1)
2016-03-08,102,POINT(-99.7 30.7)
2016-03-08,33,POINT(-97.8 32.3)
2016-03-08,61,POINT(-99.1 32.8)
2016-03-08,41,POINT(-97.9 32.4)
2016-03-08,65,POINT(-97.6 33.4)
2016-03-08,63,POINT(-101.4 32.7)
2016-03-08,45,POINT(-96.9 32.9)
2016-03-08,66,POINT(-98.7 31.6)
2016-03-08,57,POINT(-98.1 31.9)
2016-03-08,27,POINT(-97.3 34.1)
2016-03-08,50,POINT(-97.4 32.2)
2016-03-08,26,POINT(-97.9 32.6)
2016-03-08,36,POINT(-96.9 33.3)
2016-03-08,26,POINT(-99.6 30.6)
2016-03-08,26,POINT(-97.4 32.1)
2016-03-08,69,POINT(-99.8 30.6)
2016-03-08,30,POINT(-98.8 32.7)
2016-03-08,33,POINT(-98.4 31.6)
2016-03-08,39,POINT(-98.3 32.7)
2016-03-08,36,POINT(-98.3 30.7)
2016-03-08,74,POINT(-97.8 32.9)
2016-03-08,29,POINT(-97.9 31)
2016-03-08,88,POINT(-97.8 33)
2016-03-08,56,POINT(-97.2 33.6)
2016-03-08,26,POINT(-97.6 32.9)
2016-03-08,57,POINT(-98.8 31.5)
2016-03-08,82,POINT(-97.8 30.8)
2016-03-08,33,POINT(-98.3 32.9)
2016-03-08,26,POINT(-97.1 33.3)
2016-03-08,32,POINT(-97.9 32.3)
2016-03-08,34,POINT(-96.7 33.1)
2016-03-08,146,POINT(-98.4 30.9)
2016-03-08,35,POINT(-100.1 34.3)
2016-03-08,60,POINT(-97.5 31.2)
2016-03-08,34,POINT(-97.1 33.8)
2016-03-08,70,POINT(-101.4 32.6)
2016-03-08,91,POINT(-98.2 30.6)
2016-03-08,67,POINT(-99.5 30.9)
2016-03-08,39,POINT(-98.1 31.8)
2016-03-08,90,POINT(-99.7 30.8)
2016-03-08,34,POINT(-97.3 31.8)
2016-03-08,33,POINT(-98 33.3)
2016-03-08,47,POINT(-99.2 31.2)
2016-03-08,56,POINT(-93.9 32.1)
2016-03-08,55,POINT(-100.6 30.7)
2016-03-08,35,POINT(-93.8 30.7)
2016-03-08,67,POINT(-98.7 31.3)
2016-03-08,37,POINT(-98.9 31.6)
2016-03-08,68,POINT(-98.4 31.3)
2016-03-08,86,POINT(-93.8 30.2)
2016-03-08,43,POINT(-100.8 31.6)
2016-03-08,34,POINT(-96 32.9)
2016-03-08,38,POINT(-92.7 31.8)
2016-03-08,27,POINT(-92.8 31.4)
2016-03-08,33,POINT(-95.2 31.6)
2016-03-08,32,POINT(-94.2 33.2)
2016-03-08,28,POINT(-93.1 30.7)
2016-03-08,30,POINT(-98.1 31.7)
2016-03-08,35,POINT(-101.3 31)
2016-03-08,35,POINT(-101.2 30.4)
2016-03-08,49,POINT(-94.4 30)
2016-03-08,26,POINT(-100.4 30.6)
2016-03-08,30,POINT(-95.4 33.6)
2016-03-08,45,POINT(-93.1 31.3)
2016-03-08,26,POINT(-96.1 32.8)
2016-03-08,45,POINT(-95.3 32.7)
2016-03-08,50,POINT(-93.9 32.3)
2016-03-08,31,POINT(-93.1 31.9)
2016-03-08,39,POINT(-92.6 32.3)
2016-03-08,97,POINT(-92.2 32.4)
2016-03-08,25,POINT(-92.9 31.6)
2016-03-08,34,POINT(-100.5 31)
2016-03-08,47,POINT(-93 31.6)
2016-03-08,58,POINT(-101.4 30.2)
2016-03-08,70,POINT(-101.2 30.5)
2016-03-08,33,POINT(-95.8 32.5)
2016-03-08,44,POINT(-95.8 32.1)
2016-03-08,26,POINT(-94.9 33.5)
2016-03-08,40,POINT(-95.3 31.5)
2016-03-08,131,POINT(-93.1 31.7)
2016-03-08,32,POINT(-95.3 32.3)
2016-03-08,72,POINT(-97.6 31.8)
2016-03-08,27,POINT(-95.3 32.4)
2016-03-08,24,POINT(-94 34)
2016-03-08,27,POINT(-96.4 32.6)
2016-03-08,50,POINT(-96.8 33.2)
2016-03-08,32,POINT(-98.3 31.5)
2016-03-08,158,POINT(-92.9 31.8)
2016-03-08,24,POINT(-98.5 31.2)
2016-03-08,74,POINT(-94 30.4)
2016-03-08,53,POINT(-101.1 30.2)
2016-03-08,28,POINT(-94.3 32.1)
2016-03-08,41,POINT(-94.2 32.5)
2016-03-08,76,POINT(-101.3 30.4)
2016-03-08,130,POINT(-100.2 30.4)
2016-03-08,42,POINT(-93.2 30.6)
2016-03-08,25,POINT(-93.7 32.4)
2016-03-08,26,POINT(-96.3 34.2)
2016-03-08,27,POINT(-93.9 32.6)
2016-03-08,56,POINT(-101.4 30.3)
2016-03-08,53,POINT(-97.5 31.8)
2016-03-08,62,POINT(-100.5 30.8)
2016-03-08,27,POINT(-94.1 32.5)
2016-03-08,45,POINT(-93.7 32.2)
2016-03-08,26,POINT(-93.8 34.1)
2016-03-08,52,POINT(-98 31.5)
2016-03-08,74,POINT(-101.2 29.9)
2016-03-08,24,POINT(-96.1 33.5)
2016-03-08,39,POINT(-98.3 31.6)
2016-03-08,32,POINT(-95 32.1)
2016-03-08,52,POINT(-95.4 32.8)
2016-03-08,25,POINT(-94.4 29.9)
2016-03-08,31,POINT(-96.6 31.9)
2016-03-08,40,POINT(-93.4 32.5)
2016-03-08,40,POINT(-95.6 32.8)
2016-03-08,29,POINT(-94.1 32.4)
2016-03-08,45,POINT(-93.8 32)
2016-03-08,26,POINT(-99 32.7)
2016-03-08,57,POINT(-98.9 31.4)
2016-03-08,28,POINT(-97.9 32.7)
2016-03-08,59,POINT(-98.4 31.7)
2016-03-08,49,POINT(-101 31.3)
2016-03-08,29,POINT(-94.4 31.9)
2016-03-08,29,POINT(-95.3 33.4)
2016-03-08,58,POINT(-98.3 30.9)
2016-03-08,32,POINT(-97.8 31)
2016-03-08,31,POINT(-96.5 31.8)
2016-03-08,35,POINT(-97.8 32.8)
2016-03-08,38,POINT(-97.3 33.7)
2016-03-08,32,POINT(-96.5 33.3)
2016-03-08,34,POINT(-97.3 32.6)
2016-03-08,25,POINT(-97.6 32.8)
2016-03-08,51,POINT(-97.1 33)
2016-03-08,53,POINT(-96.9 33.9)
2016-03-08,33,POINT(-97.7 32.3)
2016-03-08,34,POINT(-97.8 32.4)
2016-03-08,24,POINT(-98 31.8)
2016-03-08,25,POINT(-96.8 32.4)
2016-03-08,26,POINT(-99 33)
2016-03-08,27,POINT(-99.3 35.4)
2016-03-08,32,POINT(-99.5 35.1)
2016-03-08,66,POINT(-99 31.2)
2016-03-08,33,POINT(-98.7 35)
2016-03-08,42,POINT(-98.8 31.3)
2016-03-08,34,POINT(-98.1 32.4)
2016-03-08,56,POINT(-98 31.3)
2016-03-08,44,POINT(-97.6 33.6)
2016-03-08,25,POINT(-97.4 33.6)
2016-03-08,47,POINT(-98.4 32.2)
2016-03-08,25,POINT(-98.4 30.3)
2016-03-08,29,POINT(-96.5 36.3)
2016-03-08,29,POINT(-98.5 31.9)
2016-03-08,37,POINT(-98.5 32.3)
2016-03-08,67,POINT(-97.9 32.9)
2016-03-08,35,POINT(-97.4 31)
2016-03-08,34,POINT(-97.3 31.5)
2016-03-08,24,POINT(-100.7 31.4)
2016-03-08,27,POINT(-98.8 31.8)
2016-03-08,24,POINT(-98.7 35.1)
2016-03-08,41,POINT(-96.8 31.7)
2016-03-08,26,POINT(-97.3 31.9)
2016-03-08,25,POINT(-98.4 35.4)
2016-03-08,28,POINT(-97.9 32.5)
2016-03-08,48,POINT(-97 33)
2016-03-08,32,POINT(-97.7 31.2)
2016-03-08,57,POINT(-97.5 32.2)
2016-03-08,39,POINT(-99.6 32.7)
2016-03-08,48,POINT(-97.7 33.5)
2016-03-08,27,POINT(-99.7 32.5)
2016-03-08,71,POINT(-97.3 33.4)
2016-03-08,47,POINT(-97.5 32.1)
2016-03-08,32,POINT(-96.7 31.6)
2016-03-08,30,POINT(-97.5 32.8)
2016-03-08,57,POINT(-101.2 32.9)
2016-03-08,33,POINT(-99.6 31.1)
2016-03-08,27,POINT(-98.5 31.8)
2016-03-08,26,POINT(-98.9 36.6)
2016-03-08,79,POINT(-98.2 32.7)
2016-03-08,44,POINT(-98.6 31.5)
2016-03-08,67,POINT(-97.4 31.1)
2016-03-08,27,POINT(-96.9 34.1)
2016-03-08,28,POINT(-99.2 34.8)
2016-03-08,36,POINT(-99 31.4)
2016-03-08,44,POINT(-98.7 31.2)
2016-03-08,48,POINT(-98.1 30.9)
2016-03-08,31,POINT(-97.4 33.2)
2016-03-08,104,POINT(-98.2 32.8)
2016-03-08,45,POINT(-97 33.6)
2016-03-08,49,POINT(-98.7 30.7)
2016-03-08,48,POINT(-99 31.1)
2016-03-08,24,POINT(-97.4 32.8)
2016-03-08,38,POINT(-99.7 30.6)
2016-03-08,28,POINT(-97.4 32.4)
2016-03-08,62,POINT(-97.9 30.8)
2016-03-08,38,POINT(-96.9 33)
2016-03-08,27,POINT(-93.5 31.3)
2016-03-08,57,POINT(-100.9 30.2)
2016-03-08,53,POINT(-93.7 30.7)
2016-03-08,41,POINT(-95.2 32.2)
2016-03-08,57,POINT(-95.5 32.6)
2016-03-08,111,POINT(-100.1 30.6)
2016-03-08,43,POINT(-93.3 30.7)
2016-03-08,55,POINT(-99.8 30.9)
2016-03-08,30,POINT(-96.9 33.7)
2016-03-08,40,POINT(-96.3 31.8)
2016-03-08,59,POINT(-93.5 30.7)
2016-03-08,42,POINT(-91.9 32.7)
2016-03-08,26,POINT(-94.5 32.1)
2016-03-08,33,POINT(-93.6 30.8)
2016-03-08,48,POINT(-101.3 30.3)
2016-03-08,26,POINT(-93.4 31.4)
2016-03-08,45,POINT(-93.8 31.3)
2016-03-08,24,POINT(-96.4 33.4)
2016-03-08,49,POINT(-101.1 30.4)
2016-03-08,48,POINT(-97.9 31.4)
2016-03-08,42,POINT(-94.8 32.7)
2016-03-08,40,POINT(-94.3 32.3)
2016-03-08,41,POINT(-96.4 34.2)
2016-03-08,41,POINT(-95.3 32.8)
2016-03-08,90,POINT(-98.3 31.3)
2016-03-08,32,POINT(-94.3 32)
2016-03-08,47,POINT(-100.6 31.2)
2016-03-08,25,POINT(-93.9 33)
2016-03-08,149,POINT(-92.7 32)
2016-03-08,24,POINT(-96.3 32.5)
2016-03-08,35,POINT(-93 30.9)
2016-03-08,192,POINT(-92.6 32.1)
2016-03-08,30,POINT(-94.3 30.2)
2016-03-08,71,POINT(-92.5 32)
2016-03-08,36,POINT(-92.8 31.7)
2016-03-08,37,POINT(-96.2 32)
2016-03-08,28,POINT(-96.3 33.4)
2016-03-08,43,POINT(-94.1 33.8)
2016-03-08,44,POINT(-93.2 31.8)
2016-03-08,54,POINT(-92.4 32.1)
2016-03-08,35,POINT(-95.3 32.2)
2016-03-08,130,POINT(-92.6 32.2)
2016-03-08,38,POINT(-96 32.2)
2016-03-08,27,POINT(-94.4 33.6)
2016-03-08,65,POINT(-94 31.9)
2016-03-08,26,POINT(-102.1 29.7)
2016-03-08,36,POINT(-95.9 32.4)
2016-03-08,36,POINT(-94.2 33.5)
2016-03-08,84,POINT(-98.1 31.4)
2016-03-08,49,POINT(-101.5 30.2)
2016-03-08,25,POINT(-96.8 34)
2016-03-08,27,POINT(-94 32.8)
2016-03-08,76,POINT(-100.8 30.3)
2016-03-08,63,POINT(-95.3 32.1)
2016-03-08,60,POINT(-93.3 30.3)
2016-03-08,35,POINT(-100.5 30.5)
2016-03-08,26,POINT(-95.9 37.1)
2016-03-08,29,POINT(-96.1 32.9)
2016-03-08,30,POINT(-96.7 34.8)
2016-03-08,26,POINT(-101 33.3)
2016-03-08,36,POINT(-101.6 32.4)
2016-03-08,63,POINT(-98.2 31.9)
2016-03-08,35,POINT(-97.1 33.5)
2016-03-08,42,POINT(-97.1 34.5)
2016-03-08,37,POINT(-98.3 32.6)
2016-03-08,38,POINT(-98 30.5)
2016-03-08,38,POINT(-100.1 30.4)
2016-03-08,26,POINT(-95.5 32.1)
2016-03-08,111,POINT(-92.6 32)
2016-03-08,50,POINT(-98 33.2)
2016-03-08,25,POINT(-98.7 33)
2016-03-08,64,POINT(-96.9 31.5)
2016-03-08,31,POINT(-97.6 32.3)
2016-03-08,46,POINT(-98.5 32)
2016-03-08,32,POINT(-98 32.7)
2016-03-08,29,POINT(-97.5 33.5)
2016-03-08,49,POINT(-101.5 32.6)
2016-03-08,24,POINT(-98.9 32.8)
2016-03-08,49,POINT(-97.8 32.2)
2016-03-08,66,POINT(-100.5 31.3)
2016-03-08,27,POINT(-99.8 31.7)
2016-03-08,42,POINT(-98.4 32)
2016-03-08,29,POINT(-97.2 32.1)
2016-03-08,28,POINT(-98.2 33)
2016-03-08,25,POINT(-98.4 32.8)
2016-03-08,26,POINT(-100.1 34)
2016-03-08,41,POINT(-100.1 34.2)
2016-03-08,24,POINT(-97.7 32.4)
2016-03-08,28,POINT(-96.4 31.4)
2016-03-08,29,POINT(-97.5 33.1)
2016-03-08,57,POINT(-98 32.9)
2016-03-08,81,POINT(-97.9 33.2)
2016-03-08,58,POINT(-98.3 31.7)
2016-03-08,73,POINT(-98.1 30.5)
2016-03-08,34,POINT(-98 30.9)
2016-03-08,102,POINT(-98.2 31.1)
2016-03-08,34,POINT(-99 36.5)
2016-03-08,34,POINT(-99.3 32.7)
2016-03-08,33,POINT(-96.8 30.3)
2016-03-08,41,POINT(-101.1 33)
2016-03-08,32,POINT(-97 32.8)
2016-03-08,24,POINT(-99 37.4)
2016-03-08,25,POINT(-99 32.6)
2016-03-08,25,POINT(-101.4 32.5)
2016-03-08,24,POINT(-98 33.6)
2016-03-08,68,POINT(-97 31.5)
2016-03-08,36,POINT(-97.6 33.5)
2016-03-08,43,POINT(-96.7 33.9)
2016-03-08,24,POINT(-99.6 34.9)
2016-03-08,25,POINT(-100.4 34)
2016-03-08,52,POINT(-96.9 33.1)
2016-03-08,38,POINT(-98.5 30.7)
2016-03-08,55,POINT(-97.6 33.3)
2016-03-08,35,POINT(-100.6 31.1)
2016-03-08,58,POINT(-97 32.9)
2016-03-08,49,POINT(-97.4 31.4)
2016-03-08,108,POINT(-99.8 30.8)
2016-03-08,31,POINT(-97.4 31.3)
2016-03-08,44,POINT(-100 34.5)
2016-03-08,26,POINT(-99 32.2)
2016-03-08,48,POINT(-100.5 30.3)
2016-03-08,34,POINT(-97.5 31.7)
2016-03-08,60,POINT(-101 30.8)
2016-03-08,31,POINT(-93.7 32)
2016-03-08,73,POINT(-93.7 31.2)
2016-03-08,71,POINT(-100.9 31)
2016-03-08,82,POINT(-96.6 31.8)
2016-03-08,25,POINT(-95.5 31.8)
2016-03-08,48,POINT(-92.5 32.3)
2016-03-08,27,POINT(-94.3 33)
2016-03-08,40,POINT(-94 30)
2016-03-08,29,POINT(-94.8 33.5)
2016-03-08,33,POINT(-100.5 30.6)
2016-03-08,52,POINT(-95.8 32.4)
2016-03-08,26,POINT(-93.9 32.9)
2016-03-08,61,POINT(-93.2 31.7)
2016-03-08,45,POINT(-93.3 30.8)
2016-03-08,27,POINT(-95 33)
2016-03-08,40,POINT(-94.2 32.7)
2016-03-08,30,POINT(-95.4 32.3)
2016-03-08,27,POINT(-93.6 31.2)
2016-03-08,26,POINT(-93.3 31.5)
2016-03-08,46,POINT(-100.6 30.5)
2016-03-08,57,POINT(-96.2 32.3)
2016-03-08,33,POINT(-93.8 32.1)
2016-03-08,39,POINT(-101.2 30.1)
2016-03-08,56,POINT(-92.1 32.4)
2016-03-08,26,POINT(-96 33.7)
2016-03-08,24,POINT(-96.2 33.6)
2016-03-08,51,POINT(-101 30.1)
2016-03-08,27,POINT(-93.2 31)
2016-03-08,102,POINT(-99.8 30.7)
2016-03-08,127,POINT(-92.8 31.9)
2016-03-08,39,POINT(-101.1 31.2)
2016-03-08,38,POINT(-94.2 32.4)
2016-03-08,27,POINT(-97.4 31.8)
2016-03-08,45,POINT(-93.4 30.8)
2016-03-08,35,POINT(-100.4 30.7)
2016-03-08,25,POINT(-95.3 37.5)
2016-03-08,26,POINT(-94.5 32.8)
2016-03-08,44,POINT(-100.3 30.4)
2016-03-08,47,POINT(-97.8 31.4)
2016-03-08,45,POINT(-100.9 31.1)
2016-03-08,81,POINT(-92.3 32.3)
2016-03-08,47,POINT(-101.9 29.9)
2016-03-08,53,POINT(-96.4 31.8)
2016-03-08,49,POINT(-96.2 32.2)
2016-03-08,35,POINT(-97.2 33.8)
2016-03-08,29,POINT(-94 34.1)
2016-03-08,29,POINT(-95.1 33.3)
2016-03-08,34,POINT(-94.9 33.2)
2016-03-08,45,POINT(-100.5 31.6)
2016-03-08,24,POINT(-100.6 31.4)
2016-03-08,34,POINT(-93.4 30.1)
2016-03-08,28,POINT(-95.7 32.2)
2016-03-08,33,POINT(-94.1 32.7)
2016-03-08,33,POINT(-93.2 31.1)
2016-03-08,34,POINT(-93.9 30.6)
2016-03-08,31,POINT(-96.6 33)
2016-03-08,30,POINT(-101.6 29.9)
2016-03-08,54,POINT(-97.5 33.3)
2016-03-08,40,POINT(-97.7 33.6)
2016-03-08,24,POINT(-99.6 31.8)
2016-03-08,54,POINT(-97.3 31.3)
2016-03-08,30,POINT(-97.8 31.8)
2016-03-08,35,POINT(-94.1 32.6)
2016-03-08,24,POINT(-93 31)
2016-03-08,72,POINT(-100.1 30.5)
2016-03-08,29,POINT(-99.4 34.5)
2016-03-08,74,POINT(-98.9 31.2)
2016-03-08,53,POINT(-99.1 31.3)
2016-03-08,91,POINT(-97.7 31.8)
2016-03-08,28,POINT(-97.1 33.2)
2016-03-08,37,POINT(-97.7 31)
2016-03-08,35,POINT(-96.4 33.3)
2016-03-08,77,POINT(-97.3 33.5)
2016-03-08,26,POINT(-98.3 32.1)
2016-03-08,38,POINT(-98.3 30.8)
2016-03-08,40,POINT(-99.5 34.9)
2016-03-08,43,POINT(-97.7 31.1)
2016-03-08,44,POINT(-100 34.3)
2016-03-08,43,POINT(-99 36.6)
2016-03-08,28,POINT(-97.6 33.8)
2016-03-08,34,POINT(-97.6 32.2)
2016-03-08,45,POINT(-98 31.2)
2016-03-08,39,POINT(-97.8 31.3)
2016-03-08,52,POINT(-97.9 33)
2016-03-08,29,POINT(-97.1 32.3)
2016-03-08,78,POINT(-97.9 33.1)
2016-03-08,28,POINT(-98.2 32.1)
2016-03-08,31,POINT(-96.9 34)
2016-03-08,34,POINT(-98 32.5)
2016-03-08,26,POINT(-97.7 30.7)
2016-03-08,24,POINT(-96.6 32.5)
2016-03-08,24,POINT(-97.4 31.6)
2016-03-08,49,POINT(-97 33.2)
2016-03-08,31,POINT(-98.6 31.7)
2016-03-08,26,POINT(-97 34.7)
2016-03-08,24,POINT(-97.3 32.3)
2016-03-08,32,POINT(-98.4 30.4)
2016-03-08,40,POINT(-100 30.5)
2016-03-08,29,POINT(-97 32)
2016-03-08,44,POINT(-100.5 33.9)
2016-03-08,31,POINT(-98.4 31.9)
2016-03-08,34,POINT(-98 32)
2016-03-08,67,POINT(-97.4 33.3)
2016-03-08,28,POINT(-100.2 34.2)
2016-03-08,106,POINT(-97.4 33.4)
2016-03-08,35,POINT(-97.5 32.4)
2016-03-08,27,POINT(-97.5 33.6)
2016-03-08,28,POINT(-98.7 30.8)
2016-03-08,46,POINT(-98.5 32.1)
2016-03-08,36,POINT(-99 32.8)
2016-03-08,39,POINT(-97.9 32)
2016-03-08,73,POINT(-97.7 33)
2016-03-08,24,POINT(-97.8 32.1)
2016-03-08,36,POINT(-100.7 31.5)
2016-03-08,44,POINT(-94.1 33.6)
2016-03-08,32,POINT(-93.7 34.2)
2016-03-08,43,POINT(-93.7 31.4)
2016-03-08,26,POINT(-96.2 32.9)
2016-03-08,33,POINT(-98 31.6)
2016-03-08,32,POINT(-95.3 32)
2016-03-08,33,POINT(-100.9 30.4)
2016-03-08,59,POINT(-98.1 32)
2016-03-08,68,POINT(-101 30.2)
2016-03-08,40,POINT(-97.6 31.5)
2016-03-08,48,POINT(-101.1 29.9)
2016-03-08,27,POINT(-94.3 33.5)
2016-03-08,51,POINT(-95.9 32)
2016-03-08,33,POINT(-93.6 31.5)
2016-03-08,42,POINT(-94 31.8)
2016-03-08,32,POINT(-95.2 33)
2016-03-08,29,POINT(-93.1 30.8)
2016-03-08,50,POINT(-94.3 30.1)
2016-03-08,86,POINT(-100.7 30.5)
2016-03-08,58,POINT(-93.2 30.5)
2016-03-08,36,POINT(-96.8 33.4)
2016-03-08,26,POINT(-96.8 32.9)
2016-03-08,70,POINT(-97.7 33.2)
2016-03-08,25,POINT(-96.2 34.4)
